user_id,city,state,monthly_income_inr,occupation,signup_timestamp,kyc_status,risk_segment
USR18180,Amritsar,Punjab,,Salaried,2025-12-18 00:00:00,VERIFIED,MEDIUM
USR18184,Amritsar,Punjab,64423.0,Unemployed,,VERIFIED,MEDIUM
USR18186,Pune,Maharashtra,23186.0,Salaried,2025-11-12 00:00:00,PENDING,LOW
USR18189,Pune,Maharashtra,25013.0,Business Owner,2024-08-14 00:00:00,PENDING,LOW
USR18191,Jpr,Rajasthan,27205.0,Gig Worker,2025-02-19 00:00:00,VERIFIED,MEDIUM
USR18194,Mumbai,Maharashtra,16930.0,Student,2024-04-19 00:00:00,VERIFIED,LOW
USR18197,Amritsar,Punjab,25528.0,Self Employed,2025-01-18 18:42:00,VERIFIED,MEDIUM
USR18199,Jalandhar,Punjab,9126.0,Student,2026-02-06 00:00:00,VERIFIED,LOW
USR18202,Jaipur,Rajasthan,,Gig Worker,2025-08-23 00:00:00,VERIFIED,LOW
USR18203,Hyderabad,Telangana,21540.0,Freelancer,2026-03-24 00:00:00,VERIFIED,LOW
USR18209,Blr,Karnataka,8941.0,Salaried,,VERIFIED,LOW
USR18210,Mumbay,Maharashtra,9243.0,Freelancer,,UNKNOWN,MEDIUM
USR18215,Pune,Maharashtra,41746.0,Business Owner,2025-08-03 00:00:00,PENDING,LOW
USR18216,Pune,Maharashtra,24062.0,Farmer,2024-08-08 09:45:00,PENDING,LOW
USR18220,Bengaluru,Karnataka,28227.0,Unemployed,2025-12-21 00:00:00,PENDING,MEDIUM
USR18224,Jalandhar,Punjab,16203.0,Retired,2025-02-16 00:00:00,REJECTED,LOW
USR18225,Hyderabad,Telangana,22071.0,Business Owner,2024-01-15 00:00:00,VERIFIED,LOW
USR18228,Chennai,Tamil Nadu,15691.0,Student,2026-03-28 00:00:00,VERIFIED,MEDIUM
USR18232,New Delhi,Delhi,9156.0,Salaried,2025-05-26 21:43:35,VERIFIED,MEDIUM
USR18234,Jaipur,Rajasthan,,Salaried,2026-03-20 00:00:00,VERIFIED,LOW
USR18237,Lucknow,Uttar Pradesh,61357.0,Self Employed,2025-12-16 00:00:00,VERIFIED,LOW
USR18240,Jalandhar,Punjab,39947.0,Self Employed,2026-01-13 00:00:00,VERIFIED,LOW
USR18244,Ludhiana,Punjab,13928.0,Retired,,VERIFIED,LOW
USR18246,Jaipur,Rajasthan,25434.0,Self Employed,2024-01-30 00:00:00,VERIFIED,LOW
USR18249,Jalandhar,Punjab,39620.0,Student,2024-01-08 00:00:00,PENDING,MEDIUM
USR18256,Kolkata,West Bengal,15709.0,Business Owner,2025-07-16 10:00:29,VERIFIED,MEDIUM
USR18260,Jpr,Rajasthan,39480.0,Salaried,2025-07-16 00:00:00,VERIFIED,LOW
USR18262,Ludhiana,Punjab,19377.0,Farmer,,VERIFIED,HIGH
USR18263,Amritsar,Punjab,22049.0,Salaried,2025-02-20 00:00:00,REJECTED,LOW
USR18267,Lucknow,Uttar Pradesh,,Freelancer,2024-05-23 00:00:00,VERIFIED,MEDIUM
USR18268,Delhi,Delhi,13966.0,Student,2026-01-11 00:00:00,VERIFIED,LOW
USR18272,Chennai,Tamil Nadu,108892.0,Freelancer,2024-10-25 00:00:00,VERIFIED,LOW
USR18275,Ludhiana,Punjab,,Gig Worker,2026-03-13 00:37:22,VERIFIED,MEDIUM
USR18276,Delhi,Delhi,14867.0,Unemployed,2024-07-31 00:00:00,REJECTED,MEDIUM
USR18281,Ludhiana,Punjab,41468.0,Farmer,2025-04-14 00:00:00,VERIFIED,LOW
USR18284,Mumbai,Maharashtra,,Self Employed,2024-02-20 00:00:00,VERIFIED,HIGH
USR18285,Blr,Karnataka,25446.0,Salaried,2024-12-28 14:53:00,REJECTED,LOW
USR18286,Kolkata,West Bengal,42079.0,Freelancer,2025-05-14 00:00:00,VERIFIED,HIGH
USR18287,Chennai,Tamil Nadu,-45399.0,Salaried,2024-04-06 10:05:45,VERIFIED,LOW
USR18290,Mumbai,Maharashtra,58969.0,Freelancer,2025-03-03 08:13:05,PENDING,LOW
USR18293,Jalandhar,Punjab,40000.0,Self Employed,2024-08-22 00:00:00,REJECTED,LOW
USR18295,Amritsar,Punjab,13120.0,Salaried,2025-05-25 00:00:00,PENDING,HIGH
USR18301,Delhi,Delhi,,Unemployed,2025-09-16 00:00:00,REJECTED,LOW
USR18302,Lucknow,Uttar Pradesh,63325.0,Business Owner,2026-03-27 00:00:00,VERIFIED,MEDIUM
USR18306,Hyderabad,Telangana,52829.0,Freelancer,2026-01-01 00:00:00,VERIFIED,MEDIUM
USR18309,Jpr,Rajasthan,23816.0,Self Employed,2025-08-05 00:00:00,VERIFIED,LOW
USR18312,Hyderabad,Telangana,48808.0,Retired,2024-04-11 00:00:00,VERIFIED,HIGH
USR18313,Chennai,Tamil Nadu,15499.0,Business Owner,2024-07-12 00:00:00,VERIFIED,LOW
USR18315,Kolkata,West Bengal,,Unemployed,2025-05-22 00:00:00,PENDING,LOW
USR18319,Chennai,Tamil Nadu,12743.0,Retired,2025-12-09 00:10:00,VERIFIED,LOW
USR18320,Jpr,Rajasthan,32157.0,Freelancer,2025-11-09 15:44:50,VERIFIED,UNKNOWN
USR18322,Chennai,Tamil Nadu,,Student,2024-11-18 00:00:00,VERIFIED,MEDIUM
USR18324,Lucknow,Uttar Pradesh,39284.0,Salaried,2025-06-03 00:00:00,VERIFIED,MEDIUM
USR18325,Jalandhar,Punjab,,Student,2024-09-29 00:00:00,VERIFIED,MEDIUM
USR18326,Kolkata,West Bengal,21207.0,Gig Worker,2025-02-03 00:00:00,PENDING,LOW
USR18339,Jaipur,Rajasthan,15089.0,Unemployed,2025-10-20 00:00:00,PENDING,LOW
USR18340,Jpr,Rajasthan,,Gig Worker,2025-01-16 00:00:00,VERIFIED,LOW
USR18341,Mumbay,Maharashtra,13070.0,Salaried,2025-07-09 00:00:00,REJECTED,HIGH
USR18343,New Delhi,Delhi,,Unemployed,,VERIFIED,LOW
USR18347,Bengaluru,Karnataka,-19373.0,Retired,2024-03-30 00:00:00,VERIFIED,LOW
USR18354,Pune,Maharashtra,14428.0,Freelancer,2024-02-16 00:00:00,VERIFIED,MEDIUM
USR18355,Mumbai,Maharashtra,9437.0,Business Owner,2024-08-23 00:00:00,VERIFIED,LOW
USR18357,Jalandhar,Punjab,20433.0,Freelancer,,VERIFIED,LOW
USR18358,Kolkata,West Bengal,28143.0,Self Employed,2025-02-03 18:24:47,VERIFIED,LOW
USR18361,Chennai,Tamil Nadu,11551.0,Student,2025-11-15 00:00:00,VERIFIED,LOW
USR18366,Hyderabad,Telangana,23448.0,Unemployed,2025-03-12 00:00:00,VERIFIED,LOW
USR18368,Bangalore,Karnataka,48542.0,Freelancer,2026-01-15 00:00:00,VERIFIED,HIGH
USR18370,Bengaluru,Karnataka,86906.0,Farmer,2024-08-12 00:00:00,VERIFIED,UNKNOWN
USR18371,Hyderabad,Telangana,,Salaried,2026-02-28 00:00:00,VERIFIED,LOW
USR18376,Ludhiana,Punjab,24254.0,Unemployed,2025-07-04 00:00:00,VERIFIED,HIGH
USR18378,Mumbai,Maharashtra,61739.0,Self Employed,2024-11-02 00:00:00,VERIFIED,LOW
USR18383,Mumbai,Maharashtra,15906.0,Student,,VERIFIED,LOW
USR18389,Jalandhar,Punjab,47324.0,Farmer,2025-11-06 01:25:05,VERIFIED,UNKNOWN
USR18390,Bangalore,Karnataka,67944.0,Freelancer,2025-01-26 05:28:49,VERIFIED,LOW
USR18394,Jaipur,Rajasthan,24648.0,Freelancer,2024-04-22 09:29:00,VERIFIED,LOW
USR18399,Pune,Maharashtra,17334.0,Retired,2024-11-02 07:48:00,VERIFIED,MEDIUM
USR18400,Jalandhar,Punjab,15598.0,Retired,2024-09-15 00:00:00,VERIFIED,LOW
USR18402,Amritsar,Punjab,80384.0,Student,2026-02-26 00:00:00,PENDING,LOW
USR18403,Lucknow,Uttar Pradesh,107875.0,Retired,2025-01-07 19:37:57,PENDING,LOW
USR18405,Jalandhar,Punjab,21185.0,Farmer,2024-08-06 00:00:00,VERIFIED,HIGH
USR18407,Lucknow,Uttar Pradesh,11679.0,Gig Worker,2024-03-16 00:00:00,VERIFIED,MEDIUM
USR18412,Hyderabad,Telangana,35585.0,Salaried,2024-07-30 00:00:00,VERIFIED,MEDIUM
USR18413,Jpr,Rajasthan,22009.0,Student,2025-01-30 00:00:00,PENDING,MEDIUM
USR18418,Kolkata,West Bengal,56033.0,Student,2025-12-04 00:00:00,VERIFIED,HIGH
USR18422,Mumbai,Maharashtra,20134.0,Retired,2025-01-13 00:00:00,VERIFIED,MEDIUM
USR18425,Lucknow,Uttar Pradesh,29305.0,Farmer,,UNKNOWN,LOW
USR18433,Delhi,Delhi,,Self Employed,2026-03-26 00:00:00,VERIFIED,LOW
USR18437,Hyderabad,Telangana,7261.0,Unemployed,2025-01-21 01:32:00,VERIFIED,LOW
USR18443,Jalandhar,Punjab,,Business Owner,2025-10-12 11:04:01,PENDING,MEDIUM
USR18446,Delhi,Delhi,23623.0,Unemployed,2025-01-30 00:00:00,VERIFIED,LOW
USR18450,Lucknow,Uttar Pradesh,14067.0,Self Employed,2024-09-02 00:00:00,VERIFIED,LOW
USR18452,Jalandhar,Punjab,19215.0,Unemployed,,VERIFIED,MEDIUM
USR18458,Jaipur,Rajasthan,-41169.0,Business Owner,2025-04-02 00:00:00,VERIFIED,LOW
USR18462,Bengaluru,Karnataka,18216.0,Gig Worker,2025-12-29 02:42:00,PENDING,MEDIUM
USR18463,Chennai,Tamil Nadu,22883.0,Retired,2025-10-30 00:00:00,REJECTED,MEDIUM
USR18472,Lucknow,Uttar Pradesh,5395.0,Freelancer,2025-01-12 00:00:00,VERIFIED,LOW
USR18473,Chennai,Tamil Nadu,90620.0,Farmer,2025-05-25 00:00:00,VERIFIED,LOW
USR18474,Bengaluru,Karnataka,25045.0,Unemployed,2024-01-23 20:23:00,VERIFIED,LOW
USR18475,Pune,Maharashtra,12201.0,Self Employed,,VERIFIED,UNKNOWN
USR18476,Lucknow,Uttar Pradesh,16590.0,Student,,PENDING,HIGH
USR18477,Ludhiana,Punjab,31519.0,Salaried,2026-03-13 08:40:00,VERIFIED,MEDIUM
USR18479,Hyderabad,Telangana,45356.0,Farmer,2024-02-05 00:00:00,VERIFIED,MEDIUM
USR18482,Amritsar,Punjab,38590.0,Business Owner,2026-01-12 00:00:00,VERIFIED,LOW
USR18488,Amritsar,Punjab,111636.0,Business Owner,,VERIFIED,LOW
USR18497,Pune,Maharashtra,16549.0,Business Owner,,PENDING,LOW
USR18500,Pune,Maharashtra,30906.0,Gig Worker,2025-12-26 00:00:00,VERIFIED,LOW
USR18504,Hyderabad,Telangana,28670.0,Self Employed,2025-03-29 00:00:00,VERIFIED,LOW
USR18505,Jalandhar,Punjab,19226.0,Freelancer,2026-01-09 00:00:00,VERIFIED,UNKNOWN
USR18506,Lucknow,Uttar Pradesh,43845.0,Farmer,2024-01-05 00:00:00,VERIFIED,LOW
USR18509,Jaipur,Rajasthan,14043.0,Retired,2024-08-31 16:13:00,REJECTED,HIGH
USR18514,Chennai,Tamil Nadu,23049.0,Gig Worker,2025-08-29 00:00:00,VERIFIED,LOW
USR18515,Chennai,Tamil Nadu,20204.0,Student,2025-12-01 00:00:00,VERIFIED,MEDIUM
USR18516,Hyderabad,Telangana,46696.0,Salaried,2024-07-19 00:00:00,VERIFIED,LOW
USR18518,Bangalore,Karnataka,50556.0,Business Owner,2024-03-04 00:00:00,VERIFIED,MEDIUM
USR18526,Asr,Punjab,12949.0,Farmer,2024-03-09 00:00:00,VERIFIED,LOW
USR18530,Jpr,Rajasthan,45525.0,Retired,2025-04-15 07:35:53,VERIFIED,LOW
USR18534,Jaipur,Rajasthan,49649.0,Freelancer,2025-08-10 00:00:00,VERIFIED,MEDIUM
USR18538,Delhi,Delhi,36794.0,Freelancer,2025-11-14 00:00:00,PENDING,MEDIUM
USR18540,Amritsar,Punjab,,Retired,2025-08-16 00:00:00,REJECTED,MEDIUM
USR18543,Kolkata,West Bengal,23267.0,Student,2024-11-28 00:00:00,VERIFIED,LOW
USR18544,Bengaluru,Karnataka,23305.0,Freelancer,2025-11-09 21:12:21,VERIFIED,LOW
USR18549,Amritsar,Punjab,50027.0,Retired,,VERIFIED,HIGH
USR18556,Amritsar,Punjab,8105.0,Freelancer,2025-08-12 00:00:00,VERIFIED,LOW
USR18557,Ludhiana,Punjab,38725.0,Self Employed,2025-07-15 21:04:00,VERIFIED,LOW
USR18558,Jalandhar,Punjab,13844.0,Unemployed,2025-12-04 00:00:00,VERIFIED,LOW
USR18559,Jaipur,Rajasthan,30071.0,Business Owner,2024-11-25 04:39:38,VERIFIED,HIGH
USR18562,Lucknow,Uttar Pradesh,-17337.0,Freelancer,2024-01-08 04:24:00,VERIFIED,MEDIUM
USR18563,Lucknow,Uttar Pradesh,,Student,2024-10-12 00:00:00,VERIFIED,UNKNOWN
USR18564,Blr,Karnataka,26493.0,Self Employed,2025-03-29 21:53:19,VERIFIED,HIGH
USR18565,Bengaluru,Karnataka,29835.0,Farmer,2024-10-11 00:00:00,VERIFIED,LOW
USR18566,Asr,Punjab,9911.0,Freelancer,2024-08-24 14:30:39,PENDING,LOW
USR18567,Kolkata,West Bengal,,Self Employed,2025-11-04 00:00:00,PENDING,MEDIUM
USR18569,Chennai,Tamil Nadu,45768.0,Salaried,2025-07-21 21:43:00,VERIFIED,MEDIUM
USR18570,Jalandhar,Punjab,14755.0,Business Owner,,PENDING,LOW
USR18573,Jaipur,Rajasthan,36334.0,Unemployed,2025-11-28 00:00:00,REJECTED,LOW
USR18575,Ludhiana,Punjab,20275.0,Self Employed,2024-06-24 00:00:00,PENDING,LOW
USR18579,Jaipur,Rajasthan,,Self Employed,2024-01-30 00:00:00,VERIFIED,LOW
USR18580,Chennai,Tamil Nadu,9996.0,Salaried,2024-08-31 00:00:00,UNKNOWN,MEDIUM
USR18582,Dilli,Delhi,,Retired,2025-05-24 00:00:00,VERIFIED,MEDIUM
USR18583,Delhi,Delhi,,Freelancer,2025-09-12 21:32:47,VERIFIED,HIGH
USR18588,Hyderabad,Telangana,,Salaried,2024-12-02 18:17:20,UNKNOWN,HIGH
USR18593,Mumbai,Maharashtra,27521.0,Salaried,2024-11-03 00:00:00,VERIFIED,LOW
USR18595,Jalandhar,Punjab,,Student,2025-11-25 00:00:00,VERIFIED,MEDIUM
USR18596,Hyderabad,Telangana,13715.0,Farmer,2025-10-28 00:49:58,VERIFIED,MEDIUM
USR18597,Kolkata,West Bengal,32371.0,Student,2026-01-17 17:16:00,VERIFIED,LOW
USR18598,Chennai,Tamil Nadu,,Gig Worker,2026-01-30 00:00:00,VERIFIED,MEDIUM
USR18600,Mumbai,Maharashtra,23084.0,Farmer,2024-11-14 00:00:00,VERIFIED,LOW
USR18602,Ludhiana,Punjab,24636.0,Student,2025-09-02 00:59:18,PENDING,MEDIUM
USR18605,Pune,Maharashtra,,Freelancer,2025-06-12 00:00:00,VERIFIED,LOW
USR18608,Mumbay,Maharashtra,64456.0,Business Owner,2025-05-09 12:28:38,VERIFIED,HIGH
USR18610,Delhi,Delhi,38901.0,Unemployed,2025-04-28 00:00:00,PENDING,LOW
USR18613,Amritsar,Punjab,51356.0,Business Owner,2024-12-10 18:41:43,VERIFIED,HIGH
USR18614,Jaipur,Rajasthan,42136.0,Business Owner,2026-03-26 00:00:00,VERIFIED,MEDIUM
USR18616,Jalandhar,Punjab,47303.0,Business Owner,2024-11-19 00:00:00,VERIFIED,LOW
USR18622,Jalandhar,Punjab,53179.0,Farmer,2025-10-02 10:25:00,PENDING,LOW
USR18636,Delhi,Delhi,17538.0,Salaried,2025-04-22 01:54:09,VERIFIED,LOW
USR18637,Jaipur,Rajasthan,25629.0,Gig Worker,2024-06-21 00:00:00,VERIFIED,MEDIUM
USR18638,Mumbai,Maharashtra,15293.0,Salaried,2024-01-19 00:00:00,PENDING,MEDIUM
USR18643,Jaipur,Rajasthan,20213.0,Business Owner,2026-01-06 14:18:29,PENDING,LOW
USR18645,Lucknow,Uttar Pradesh,30998.0,Retired,2024-04-13 00:32:00,VERIFIED,MEDIUM
USR18647,Bengaluru,Karnataka,33996.0,Retired,2025-05-17 00:00:00,PENDING,MEDIUM
USR18652,Pune,Maharashtra,16757.0,Self Employed,2024-04-04 00:00:00,VERIFIED,MEDIUM
USR18654,Hyderabad,Telangana,38589.0,Unemployed,,VERIFIED,LOW
USR18656,Jpr,Rajasthan,17551.0,Gig Worker,2026-01-08 00:00:00,VERIFIED,LOW
USR18659,Ludhiana,Punjab,57808.0,Student,2024-12-24 00:00:00,VERIFIED,LOW
USR18662,Hyderabad,Telangana,,Student,2025-06-15 00:00:00,VERIFIED,LOW
USR18665,Pune,Maharashtra,34849.0,Self Employed,2026-03-31 16:48:25,VERIFIED,MEDIUM
USR18667,Ludhiana,Punjab,8576.0,Freelancer,2025-03-18 00:00:00,VERIFIED,LOW
USR18669,Dilli,Delhi,32150.0,Gig Worker,2025-11-06 00:00:00,VERIFIED,MEDIUM
USR18670,Mumbai,Maharashtra,,Salaried,2024-12-23 00:00:00,VERIFIED,MEDIUM
USR18677,Mumbai,Maharashtra,,Salaried,2025-10-15 00:53:23,PENDING,LOW
USR18679,Pune,Maharashtra,,Unemployed,2025-06-24 02:02:00,PENDING,MEDIUM
USR18684,Ludhiana,Punjab,16244.0,Business Owner,2026-02-11 02:43:34,PENDING,LOW
USR18685,Ludhiana,Punjab,28026.0,Retired,2024-10-22 00:00:00,VERIFIED,HIGH
USR18686,Mumbai,Maharashtra,46355.0,Farmer,2026-01-28 09:07:27,REJECTED,HIGH
USR18687,New Delhi,Delhi,,Gig Worker,2025-10-30 18:50:00,VERIFIED,HIGH
USR18691,Mumbai,Maharashtra,92548.0,Business Owner,2024-08-05 00:00:00,VERIFIED,LOW
USR18706,Kolkata,West Bengal,-35799.0,Freelancer,2025-02-14 00:00:00,VERIFIED,LOW
USR18708,Jpr,Rajasthan,44445.0,Unemployed,2024-02-13 00:00:00,VERIFIED,HIGH
USR18710,Mumbay,Maharashtra,,Business Owner,2026-01-24 00:00:00,REJECTED,LOW
USR18711,Jpr,Rajasthan,51980.0,Unemployed,2024-03-18 00:00:00,VERIFIED,MEDIUM
USR18713,Ludhiana,Punjab,27895.0,Salaried,2024-05-05 00:00:00,VERIFIED,LOW
USR18714,Jalandhar,Punjab,41936.0,Student,2024-06-13 00:00:00,VERIFIED,LOW
USR18715,Jalandhar,Punjab,11839.0,Business Owner,2024-10-13 15:46:00,UNKNOWN,MEDIUM
USR18716,Bengaluru,Karnataka,,Farmer,2024-12-26 00:00:00,PENDING,HIGH
USR18722,Chennai,Tamil Nadu,40866.0,Business Owner,2026-03-18 14:51:00,VERIFIED,LOW
USR18731,Amritsar,Punjab,29322.0,Farmer,2024-10-11 00:00:00,PENDING,MEDIUM
USR18735,Asr,Punjab,26556.0,Student,2024-07-26 00:00:00,VERIFIED,UNKNOWN
USR18737,Mumbai,Maharashtra,,Freelancer,2024-04-14 00:00:00,VERIFIED,LOW
USR18739,Hyderabad,Telangana,,Freelancer,2024-03-25 06:01:11,VERIFIED,LOW
USR18740,Hyderabad,Telangana,26231.0,Gig Worker,,VERIFIED,MEDIUM
USR18742,Pune,Maharashtra,21069.0,Business Owner,2024-02-02 00:00:00,REJECTED,LOW
USR18743,Hyderabad,Telangana,15577.0,Retired,2025-05-17 00:00:00,REJECTED,LOW
USR18745,Ludhiana,Punjab,,Unemployed,2025-02-27 00:00:00,VERIFIED,LOW
USR18747,Jaipur,Rajasthan,,Business Owner,2026-01-12 17:44:47,VERIFIED,LOW
USR18748,Lucknow,Uttar Pradesh,46022.0,Gig Worker,2024-11-14 14:10:30,VERIFIED,MEDIUM
USR18750,Amritsar,Punjab,17691.0,Salaried,2025-08-16 00:00:00,VERIFIED,LOW
USR18751,Kolkata,West Bengal,25903.0,Salaried,2024-05-04 00:00:00,VERIFIED,LOW
USR18753,Ludhiana,Punjab,26810.0,Student,2024-11-13 00:00:00,VERIFIED,MEDIUM
USR18754,Asr,Punjab,8742.0,Business Owner,2025-09-11 18:19:19,VERIFIED,LOW
USR18758,Lucknow,Uttar Pradesh,,Farmer,2024-09-04 00:00:00,VERIFIED,MEDIUM
USR18759,Amritsar,Punjab,24989.0,Gig Worker,2025-06-05 07:24:59,VERIFIED,MEDIUM
USR18760,Ludhiana,Punjab,38175.0,Self Employed,2024-03-10 00:00:00,VERIFIED,MEDIUM
USR18761,Hyderabad,Telangana,44613.0,Freelancer,2025-07-26 00:00:00,VERIFIED,LOW
USR18762,Chennai,Tamil Nadu,,Retired,2025-03-16 00:00:00,PENDING,HIGH
USR18770,Pune,Maharashtra,35548.0,Unemployed,2025-06-27 05:49:14,VERIFIED,UNKNOWN
USR18776,Hyderabad,Telangana,,Student,2025-09-05 00:00:00,VERIFIED,LOW
USR18778,Kolkata,West Bengal,22501.0,Unemployed,2026-03-31 07:52:44,VERIFIED,HIGH
USR18780,Amritsar,Punjab,40982.0,Business Owner,2025-07-27 07:57:36,PENDING,LOW
USR18781,Kolkata,West Bengal,16034.0,Retired,2024-02-16 13:52:38,PENDING,MEDIUM
USR18783,Kolkata,West Bengal,12414.0,Unemployed,2025-06-16 04:38:14,VERIFIED,MEDIUM
USR18784,Ludhiana,Punjab,19055.0,Salaried,,VERIFIED,LOW
USR18786,Ludhiana,Punjab,,Gig Worker,2025-11-02 00:00:00,REJECTED,LOW
USR18789,Jalandhar,Punjab,17931.0,Self Employed,2025-06-21 00:00:00,VERIFIED,HIGH
USR18794,Amritsar,Punjab,32917.0,Unemployed,2026-02-16 00:00:00,VERIFIED,MEDIUM
USR18795,Bengaluru,Karnataka,37076.0,Self Employed,2025-03-25 00:00:00,VERIFIED,HIGH
USR18799,Bengaluru,Karnataka,24141.0,Student,2025-07-23 00:00:00,VERIFIED,MEDIUM
USR18801,Hyderabad,Telangana,,Farmer,2024-12-31 00:00:00,VERIFIED,LOW
USR18806,Delhi,Delhi,,Business Owner,2025-06-16 12:23:53,VERIFIED,MEDIUM
USR18809,Mumbay,Maharashtra,27337.0,Gig Worker,2025-08-26 00:00:00,UNKNOWN,LOW
USR18810,Lucknow,Uttar Pradesh,47873.0,Farmer,2026-01-04 00:00:00,PENDING,LOW
USR18828,Lucknow,Uttar Pradesh,-34165.0,Retired,2025-10-02 06:07:11,PENDING,LOW
USR18833,Jalandhar,Punjab,,Farmer,2025-09-22 00:00:00,VERIFIED,LOW
USR18834,Chennai,Tamil Nadu,-50866.0,Retired,2025-03-22 00:00:00,VERIFIED,LOW
USR18836,Hyderabad,Telangana,35674.0,Gig Worker,2024-09-19 12:05:00,VERIFIED,LOW
USR18838,Pune,Maharashtra,19111.0,Salaried,2024-10-20 00:00:00,VERIFIED,LOW
USR18839,Mumbay,Maharashtra,,Gig Worker,2026-02-05 01:38:40,VERIFIED,LOW
USR18841,Hyderabad,Telangana,43453.0,Freelancer,2024-04-02 09:08:00,VERIFIED,MEDIUM
USR18842,Blr,Karnataka,18969.0,Farmer,2024-05-02 00:00:00,VERIFIED,UNKNOWN
USR18845,Pune,Maharashtra,27168.0,Self Employed,2025-08-16 05:30:26,VERIFIED,HIGH
USR18846,Lucknow,Uttar Pradesh,,Business Owner,2024-09-16 02:12:00,VERIFIED,MEDIUM
USR18847,Pune,Maharashtra,77161.0,Freelancer,2025-11-25 16:56:34,VERIFIED,HIGH
USR18850,Lucknow,Uttar Pradesh,28838.0,Gig Worker,2024-07-29 00:00:00,VERIFIED,MEDIUM
USR18852,Kolkata,West Bengal,14277.0,Retired,2025-03-12 00:00:00,VERIFIED,LOW
USR18854,Jalandhar,Punjab,46238.0,Student,2025-10-23 18:48:00,VERIFIED,LOW
USR18855,Jalandhar,Punjab,50737.0,Retired,2025-10-03 13:49:49,REJECTED,LOW
USR18862,Pune,Maharashtra,,Freelancer,2025-04-04 11:45:00,VERIFIED,MEDIUM
USR18863,Amritsar,Punjab,18869.0,Business Owner,2024-01-28 02:50:37,VERIFIED,LOW
USR18864,Asr,Punjab,8016.0,Gig Worker,2025-05-20 07:43:00,VERIFIED,MEDIUM
USR18865,Mumbai,Maharashtra,27491.0,Business Owner,2024-08-13 18:49:22,PENDING,LOW
USR18868,Lucknow,Uttar Pradesh,31095.0,Self Employed,2025-09-01 17:35:40,VERIFIED,LOW
USR18873,Kolkata,West Bengal,36720.0,Freelancer,2025-06-17 17:39:06,VERIFIED,LOW
USR18875,Amritsar,Punjab,36617.0,Retired,2024-02-03 00:00:00,VERIFIED,MEDIUM
USR18877,Mumbai,Maharashtra,17847.0,Unemployed,2025-09-09 09:34:08,VERIFIED,LOW
USR18879,Blr,Karnataka,,Salaried,2024-03-23 00:00:00,VERIFIED,LOW
USR18890,Mumbai,Maharashtra,28352.0,Unemployed,2025-11-05 00:00:00,VERIFIED,LOW
USR18891,Ludhiana,Punjab,24773.0,Farmer,2026-02-01 00:00:00,VERIFIED,LOW
USR18892,Hyderabad,Telangana,25670.0,Unemployed,2025-12-01 00:00:00,VERIFIED,UNKNOWN
USR18895,Bangalore,Karnataka,13936.0,Self Employed,,VERIFIED,MEDIUM
USR18897,Mumbai,Maharashtra,13377.0,Self Employed,2026-01-19 23:52:00,PENDING,LOW
USR18898,Delhi,Delhi,32911.0,Student,2024-03-29 00:00:00,VERIFIED,MEDIUM
USR18899,Chennai,Tamil Nadu,56635.0,Self Employed,2024-04-23 00:00:00,VERIFIED,MEDIUM
USR18901,Asr,Punjab,48012.0,Retired,2025-07-27 00:00:00,VERIFIED,MEDIUM
USR18902,Kolkata,West Bengal,23804.0,Unemployed,2025-11-28 00:00:00,VERIFIED,HIGH
USR18916,New Delhi,Delhi,7093.0,Self Employed,2025-03-04 04:05:00,PENDING,MEDIUM
USR18922,Mumbay,Maharashtra,,Freelancer,2025-07-28 10:32:00,VERIFIED,LOW
USR18923,Lucknow,Uttar Pradesh,11231.0,Retired,2026-02-05 00:00:00,UNKNOWN,MEDIUM
USR18927,Kolkata,West Bengal,35273.0,Farmer,2024-03-24 00:00:00,VERIFIED,LOW
USR18933,Mumbai,Maharashtra,15227.0,Business Owner,2025-10-03 00:00:00,VERIFIED,UNKNOWN
USR18938,Pune,Maharashtra,,Unemployed,,VERIFIED,LOW
USR18939,Pune,Maharashtra,36661.0,Unemployed,2024-12-18 00:00:00,VERIFIED,LOW
USR18942,Hyderabad,Telangana,29455.0,Freelancer,2025-01-02 16:39:43,VERIFIED,MEDIUM
USR18943,Mumbai,Maharashtra,59623.0,Freelancer,2025-08-09 00:16:40,VERIFIED,LOW
USR18944,Chennai,Tamil Nadu,26904.0,Farmer,,VERIFIED,LOW
USR18946,Kolkata,West Bengal,,Self Employed,2024-03-24 00:00:00,PENDING,LOW
USR18951,Jaipur,Rajasthan,15798.0,Freelancer,2025-03-21 00:00:00,PENDING,HIGH
USR18955,Hyderabad,Telangana,,Farmer,2024-10-06 03:29:00,VERIFIED,LOW
USR18960,Chennai,Tamil Nadu,21360.0,Salaried,2024-10-07 00:00:00,VERIFIED,LOW
USR18962,Delhi,Delhi,15454.0,Self Employed,2025-06-22 00:00:00,VERIFIED,MEDIUM
USR18963,Pune,Maharashtra,24701.0,Freelancer,2024-08-05 01:40:00,VERIFIED,HIGH
USR18968,Bengaluru,Karnataka,26151.0,Farmer,2024-06-16 00:00:00,VERIFIED,LOW
USR18971,Jalandhar,Punjab,26001.0,Gig Worker,2024-03-17 00:00:00,VERIFIED,UNKNOWN
USR18972,Amritsar,Punjab,39450.0,Farmer,2025-01-14 00:00:00,VERIFIED,LOW
USR18975,Pune,Maharashtra,-15019.0,Salaried,2025-12-19 19:02:16,VERIFIED,MEDIUM
