merchant_id,merchant_name,mcc,merchant_category,business_type,city,state,onboarding_date,merchant_status,declared_avg_ticket_size_inr
MCH2761,Sabharwa1-Pati1,5999.0,OTHER,PRIVATE_LIMITED,Hyderabad,Telangana,2025-04-04 00:00:00,INACTIVE,2607.92
MCH2763,Thaman-Virk,5912.0,PHARMACY,PRIVATE_LIMITED,Bangalore,Karnataka,2025-07-23 00:00:00,ACTIVE,563.88
MCH2764,"Yogi, Jani and Choudhry",4814.0,TELECOM,INDIVIDUAL,Ludhiana,Punjab,2024-04-19 00:00:00,ACTIVE,516.18
MCH2765,Buch LLC,4814.0,TELECOM,INDIVIDUAL,Jaipur,Rajasthan,2024-12-27 22:16:28,ACTIVE,132.32
MCH2766,Kanda-Brahmbhatt,5311.0,DEPARTMENT STORE,SOLE_PROPRIETOR,Chennai,Tamil Nadu,2025-06-18 00:00:00,ACTIVE,1540.08
MCH2767,"Munshi, Kohli and Pai",,APPAREL,PRIVATE_LIMITED,Lucknow,Uttar Pradesh,2026-02-28 11:47:10,ACTIVE,1994.09
MCH2769,sehgal plc,4814.0,TELECOM,PRIVATE_LIMITED,Asr,Punjab,2023-09-19 00:00:00,ACTIVE,131.0
MCH2770,"Deep, Ganguly and Solanki",5699.0,CLOTHING,INDIVIDUAL,Chennai,Tamil Nadu,2025-07-31 00:00:00,ACTIVE,660.0
MCH2772,  Rajagopalan-Lal  ,5699.0,APPAREL,PARTNERSHIP,Jalandhar,Punjab,2025-03-05 00:00:00,SUSPENDED,594.07
MCH2776,Datta Ltd,4814.0,TELECOM,PARTNERSHIP,Jpr,Rajasthan,2024-11-09 21:59:20,ACTIVE,1643.13
MCH2778,madan plc,5912.0,PHARMACY,SOLE_PROPRIETOR,Amritsar,Punjab,2024-03-25 00:00:00,ACTIVE,4029.72
MCH2786,Gola Inc,569.0,CLOTHING,PARTNERSHIP,Chennai,Tamil Nadu,2024-12-19 14:34:15,ACTIVE,576.47
MCH2788,"Dash, Mallick and Sachdev",5812.0,FOOD & DINING,INDIVIDUAL,Blr,Karnataka,2025-04-06 04:08:29,ACTIVE,3989.94
MCH2789,Peri-Panchal,5311.0,DEPARTMENT STORE,PARTNERSHIP,Jalandhar,Punjab,,ACTIVE,1044.19
MCH2791,"Rastogi, Mannan and Sabharwal",,PHARMACY,SOLE_PROPRIETOR,Delhi,Delhi,2025-08-21 00:00:00,ACTIVE,
MCH2792,"VARKEY, UPPAL AND MITTER",,TRANSPORT & TRAVEL,PARTNERSHIP,Delhi,Delhi,2024-11-06 13:47:30,ACTIVE,130.0
MCH2797,Sandhu-Singh,701.0,HOTEL & LODGING,PARTNERSHIP,Bengaluru,Karnataka,2025-05-27 00:00:00,ACTIVE,1083.54
MCH2799,KADAKIA-NAYAK,5812.0,EATING PLACE,SOLE_PROPRIETOR,Delhi,Delhi,2025-05-04 23:51:09,ACTIVE,-249.35
MCH2800,Raja-Naik,5311.0,DEPARTMENT STORE,PRIVATE_LIMITED,Bangalore,Karnataka,2024-04-18 00:00:00,INACTIVE,1096.85
MCH2801,"Khurana, Oza and Divan",4814.0,TELECOM,PRIVATE_LIMITED,New Delhi,Delhi,2025-10-14 00:00:00,ACTIVE,406.76
MCH2806,"Raman, Aggarwal and Salvi",5999.0,RETAIL OTHER,PARTNERSHIP,Hyderabad,Telangana,2024-10-16 00:00:00,ACTIVE,2271.51
MCH2813,"Panchal, Pradhan and Bora",5812.0,FOOD & DINING,INDIVIDUAL,Jalandhar,Punjab,2026-05-01 00:00:00,ACTIVE,-169.64
MCH2814,"SANI, KHARE AND RAMACHANDRAN",5912.0,PHARMACY,PARTNERSHIP,Jalandhar,Punjab,2024-02-24 00:00:00,ACTIVE,1581.52
MCH2816,Yogi-Palan,,OTHER,INDIVIDUAL,Mumbai,Maharashtra,2025-02-14 00:00:00,SUSPENDED,2753.81
MCH2817,Keer and Sons,5999.0,MISC RETAIL,PRIVATE_LIMITED,Ludhiana,Punjab,2025-05-19 00:00:00,INACTIVE,2074.28
MCH2818,Sibal Inc,5411.0,GROCERY,SOLE_PROPRIETOR,Jalandhar,Punjab,2025-06-03 00:00:00,ACTIVE,600.04
MCH2825,Koshy-Gola,5812.0,FOOD & DINING,PARTNERSHIP,Bangalore,Karnataka,2025-09-25 00:14:43,ACTIVE,-3012.53
MCH2827,Bala-Bhatti,5999.0,OTHER,INDIVIDUAL,Bangalore,Karnataka,2024-10-05 20:16:00,INACTIVE,381.0
MCH2829,Narain Ltd,5999.0,RETAIL OTHER,SOLE_PROPRIETOR,Bangalore,Karnataka,2023-02-15 14:46:04,ACTIVE,1912.36
MCH2830,"Joshi,ChaudhariandToor",5411.0,GROCERY STORES,INDIVIDUAL,Bangalore,Karnataka,2023-04-15 14:55:00,ACTIVE,756.0
MCH2831,Rastogi-Devi,,OTHER,PRIVATE_LIMITED,Delhi,Delhi,2023-10-20 00:00:00,ACTIVE,501.88
MCH2832,Parmer Inc,5311.0,RETAIL,PRIVATE_LIMITED,Pune,Maharashtra,2025-10-26 00:00:00,ACTIVE,831.48
MCH2833,Kapoor-Shankar,7011.0,HOTEL & LODGING,SOLE_PROPRIETOR,Jalandhar,Punjab,,ACTIVE,474.69
MCH2836,RAI AND SONS,591.0,PHARMACY,PRIVATE_LIMITED,Chennai,Tamil Nadu,2024-07-15 12:28:59,INACTIVE,3262.99
MCH2838,"Goel, Chand and Pai",5999.0,RETAIL OTHER,PARTNERSHIP,Pune,Maharashtra,2024-12-28 00:00:00,ACTIVE,-1086.22
MCH2839,"brar, varughese and cherian",5411.0,GROCERY,PARTNERSHIP,Pune,Maharashtra,2025-04-21 03:59:43,ACTIVE,614.31
MCH2841,"  Memon, Samra and Rajagopal  ",5942.0,BOOK STORE,SOLE_PROPRIETOR,Mumbai,Maharashtra,2024-06-13 00:00:00,ACTIVE,
MCH2842,Patel-Chacko,,HOTEL & LODGING,INDIVIDUAL,Bangalore,Karnataka,2025-08-13 00:00:00,ACTIVE,2354.89
MCH2844,Misra-Seth,4131.0,TRANSPORT & TRAVEL,INDIVIDUAL,Asr,Punjab,2023-05-24 00:00:00,ACTIVE,162.5
MCH2845,Narasimhan LLC,5999.0,OTHER,PARTNERSHIP,Amritsar,Punjab,2024-10-01 00:00:00,ACTIVE,5926.94
MCH2846,"SHA, RAMANATHAN AND KOTA",5411.0,GROCERY,INDIVIDUAL,Jaipur,Rajasthan,2025-09-30 00:00:00,INACTIVE,2995.95
MCH2849,"BHAVSAR, KOTA AND ZACHARIA",7011.0,HOTEL & LODGING,PRIVATE_LIMITED,Ludhiana,Punjab,2025-09-23 00:00:00,INACTIVE,2432.18
MCH2850,  Reddy-Kara  ,4131.0,TRANSPORT & TRAVEL,PRIVATE_LIMITED,Jaipur,Rajasthan,2024-04-22 00:00:00,ACTIVE,-953.86
MCH2851,Kalla-Jain,7011.0,HOTEL & LODGING,INDIVIDUAL,Mumbay,Maharashtra,2025-11-29 00:00:00,ACTIVE,3022.0
MCH2857,Bhattacharyya Inc,4131.0,TRANSPORT & TRAVEL,PRIVATE_LIMITED,Jalandhar,Punjab,2025-07-13 00:00:00,ACTIVE,4557.38
MCH2859,"Doctor, Bir and Lanka",5411.0,GROCERY,PRIVATE_LIMITED,Hyderabad,Telangana,2025-04-03 00:00:00,ACTIVE,2296.45
MCH2860,Ahluwalia Ltd,7011.0,HOTEL & LODGING,PRIVATE_LIMITED,Bengaluru,Karnataka,2026-01-27 00:00:00,ACTIVE,250.0
MCH2861,  Hayer Inc  ,5311.0,DEPARTMENT STORES,PRIVATE_LIMITED,Pune,Maharashtra,2024-11-09 19:09:35,ACTIVE,676.0
MCH2862,Bhasin Group,5699.0,APPAREL,PARTNERSHIP,Jpr,Rajasthan,2023-07-20 00:00:00,ACTIVE,544.8
MCH2870,"Loyal, Buch and Ghose",5812.0,FOOD & DINING,SOLE_PROPRIETOR,Delhi,Delhi,2025-05-27 02:11:43,ACTIVE,2213.61
MCH2875,Chander-Parmer,5311.0,DEPARTMENT STORE,PARTNERSHIP,Ludhiana,Punjab,2024-12-11 00:00:00,ACTIVE,351.55
MCH2879,"Pillay, Vora and Karnik",5812.0,FOOD & DINING,INDIVIDUAL,Ludhiana,Punjab,2024-05-20 19:55:26,ACTIVE,
MCH2881,J0ha1 PLC,,FOOD & DINING,PARTNERSHIP,Asr,Punjab,2023-05-16 23:44:00,ACTIVE,807.63
MCH2884,Malhotra-Sarin,5942.0,BOOKS & STATIONERY,SOLE_PROPRIETOR,Pune,Maharashtra,2025-02-27 00:00:00,ACTIVE,683.54
MCH2885,"Varkey, Goda and Bala",5812.0,EATING PLACE,PRIVATE_LIMITED,Mumbai,Maharashtra,2023-01-23 00:00:00,ACTIVE,4853.92
MCH2886,"Raja, Hayre and Deshmukh",5912.0,PHARMACY,PRIVATE_LIMITED,Kolkata,West Bengal,2024-04-07 00:00:00,ACTIVE,511.0
MCH2887,Rau-Saha,5699.0,CLOTHING,SOLE_PROPRIETOR,Delhi,Delhi,2023-08-17 00:00:00,ACTIVE,
MCH2888,Chahal LLC,5912.0,PHARMACY,PRIVATE_LIMITED,Mumbai,Maharashtra,2023-04-21 00:00:00,ACTIVE,631.05
MCH2894,Rege-Baria,5699.0,APPAREL,PRIVATE_LIMITED,Delhi,Delhi,2024-12-22 00:00:00,ACTIVE,2107.84
MCH2896,Jayaraman-Nazareth,5912.0,PHARMACY,PRIVATE_LIMITED,Kolkata,West Bengal,2025-07-30 12:10:42,ACTIVE,1312.79
MCH2897,Bath Ltd,5999.0,OTHER,PRIVATE_LIMITED,Hyderabad,Telangana,2025-07-23 05:48:07,ACTIVE,2239.12
MCH2899,Sampath-Mannan,5812.0,EATING PLACE,INDIVIDUAL,Bangalore,Karnataka,2023-05-27 00:00:00,ACTIVE,-379.53
MCH2902,SAMRA-KAPUR,5411.0,GROCERY,INDIVIDUAL,Chennai,Tamil Nadu,2024-04-24 00:00:00,ACTIVE,
MCH2903,Swamy-Parsa,569.0,APPAREL,INDIVIDUAL,Mumbai,Maharashtra,2023-04-14 00:00:00,INACTIVE,1218.16
MCH2904,IYENGAR-COMAR,5999.0,OTHER,PRIVATE_LIMITED,Delhi,Delhi,2026-05-01 00:00:00,ACTIVE,1147.91
MCH2905,Goyal-Gopal,5912.0,PHARMACY,INDIVIDUAL,Dilli,Delhi,2024-02-13 00:00:00,SUSPENDED,2312.5
MCH2907,VARUGHESE-MANI,5912.0,PHARMACY,SOLE_PROPRIETOR,Chennai,Tamil Nadu,2023-04-25 00:00:00,ACTIVE,1106.0
MCH2910,"Mall, Sankaran and Mittal",4131.0,TRANSPORT & TRAVEL,PRIVATE_LIMITED,Delhi,Delhi,2025-09-28 00:00:00,ACTIVE,3631.28
MCH2912,Natt-Kohli,,GROCERY,PRIVATE_LIMITED,Jalandhar,Punjab,2024-07-09 22:05:41,INACTIVE,1895.43
MCH2914,Sharaf-Tara,5311.0,RETAIL,INDIVIDUAL,Kolkata,West Bengal,2025-07-02 00:00:00,ACTIVE,542.0
MCH2915,"Vohra, Pathak and Bumb",5912.0,PHARMACY,INDIVIDUAL,Kolkata,West Bengal,2025-06-09 00:00:00,ACTIVE,459.58
MCH2917,Gole-Rau,581.0,FOOD & DINING,SOLE_PROPRIETOR,Chennai,Tamil Nadu,2025-10-10 00:00:00,INACTIVE,-1917.48
MCH2919,Menon-Vaidya,,PHARMACY,SOLE_PROPRIETOR,New Delhi,Delhi,2023-03-20 14:46:24,ACTIVE,3825.85
MCH2921,Bakshi-Narayanan,7011.0,HOTEL & LODGING,PRIVATE_LIMITED,Lucknow,Uttar Pradesh,2024-06-18 00:00:00,ACTIVE,-6327.48
MCH2922,Chhabra-Jha,5999.0,RETAIL OTHER,SOLE_PROPRIETOR,Mumbai,Maharashtra,2024-10-10 00:00:00,ACTIVE,-1096.49
MCH2923,bahri plc,5912.0,PHARMACY,SOLE_PROPRIETOR,Bengaluru,Karnataka,2024-11-11 00:00:00,ACTIVE,1195.19
MCH2924,Chaudhary-Dugar,5942.0,BOOKS & STATIONERY,INDIVIDUAL,Mumbai,Maharashtra,2024-12-26 03:07:13,ACTIVE,770.99
MCH2926,Sule-Thaker,5942.0,BOOKS & STATIONERY,PARTNERSHIP,Bengaluru,Karnataka,2024-12-16 18:18:00,ACTIVE,1590.53
MCH2928,"Hans, Parmer and Buch",5812.0,FOOD & DINING,PRIVATE_LIMITED,Ludhiana,Punjab,2025-04-12 00:00:00,INACTIVE,1903.0
MCH2934,Warri0r-Siba1,5999.0,OTHER,INDIVIDUAL,Amritsar,Punjab,2025-04-07 00:00:00,ACTIVE,
MCH2938,"Babu, Lata and Zacharia",5411.0,GROCERY,PRIVATE_LIMITED,Pune,Maharashtra,2024-09-06 00:00:00,ACTIVE,823.9
MCH2941,SenGroup,5311.0,DEPARTMENT STORE,SOLE_PROPRIETOR,Mumbai,Maharashtra,2024-09-22 00:00:00,ACTIVE,1783.76
MCH2943,Kh0s1a LLC,5812.0,FOOD & DINING,PRIVATE_LIMITED,Mumbay,Maharashtra,2024-03-29 00:00:00,ACTIVE,2741.64
MCH2945,Agarwa1-Cherian,,TELECOM,SOLE_PROPRIETOR,Jalandhar,Punjab,2025-10-06 00:00:00,INACTIVE,1759.15
MCH2946,Divan Inc,4814.0,TELECOM,PRIVATE_LIMITED,Jaipur,Rajasthan,2024-09-22 00:00:00,ACTIVE,1246.97
MCH2949,"Mahal, Natt and Ghosh",5999.0,OTHER,PARTNERSHIP,Jaipur,Rajasthan,2024-07-19 00:00:00,ACTIVE,-2320.74
MCH2950,"Rastogi, Bhavsar and Varghese",5942.0,BOOKS & STATIONERY,PRIVATE_LIMITED,Blr,Karnataka,2024-11-26 00:00:00,ACTIVE,2370.66
MCH2951,"THAKUR, SUBRAMANIAM AND AGRAWAL",7011.0,HOTEL & LODGING,PARTNERSHIP,Mumbai,Maharashtra,2026-06-02 00:00:00,ACTIVE,-3115.69
MCH2954,"  Keer, Borra and Hayre  ",7011.0,HOTEL & LODGING,PRIVATE_LIMITED,Ludhiana,Punjab,2025-12-23 00:00:00,ACTIVE,-1556.07
MCH2956,"wali, khatri and mistry",4814.0,TELECOM,SOLE_PROPRIETOR,Lucknow,Uttar Pradesh,2025-02-06 00:00:00,INACTIVE,4934.63
MCH2959,Kanda LLC,5812.0,FOOD & DINING,PRIVATE_LIMITED,Kolkata,West Bengal,2023-08-10 00:00:00,ACTIVE,6588.76
MCH2960,Malhotra-Buch,4131.0,TRANSPORT & TRAVEL,PRIVATE_LIMITED,Chennai,Tamil Nadu,2023-01-06 00:00:00,ACTIVE,2348.07
MCH2962,"Naik, Ranganathan and Sahota",4814.0,TELECOM,PARTNERSHIP,Pune,Maharashtra,2024-08-23 00:00:00,ACTIVE,174.64
MCH2964,Bala-Sarkar,4814.0,TELECOM,INDIVIDUAL,Jalandhar,Punjab,2025-06-20 00:00:00,ACTIVE,1298.45
MCH2965,shroff-prabhakar,5411.0,GROCERY,PARTNERSHIP,Amritsar,Punjab,,ACTIVE,2028.0
MCH2969,Randhawa-Karnik,7011.0,HOTEL & LODGING,SOLE_PROPRIETOR,Bengaluru,Karnataka,2023-07-27 00:00:00,ACTIVE,310.59
MCH2970,GOLLA-VORA,5699.0,APPAREL,INDIVIDUAL,Kolkata,West Bengal,2025-02-01 00:00:00,ACTIVE,326.25
MCH2971,"Garg, Merchant and Kuruvilla",569.0,APPAREL,INDIVIDUAL,Ludhiana,Punjab,2024-08-28 00:00:00,ACTIVE,-205.16
MCH2973,"Bhargava, Dani and Krishnamurthy",4131.0,TRANSPORT & TRAVEL,PARTNERSHIP,Ludhiana,Punjab,2023-08-30 00:00:00,ACTIVE,3748.31
MCH2975,"Bora, Mander and Dalal",5942.0,BOOKS & STATIONERY,SOLE_PROPRIETOR,Chennai,Tamil Nadu,2023-09-05 00:00:00,INACTIVE,3477.51
MCH2978,Deshpande LLC,7011.0,HOTEL & LODGING,PRIVATE_LIMITED,Lucknow,Uttar Pradesh,2023-02-01 23:57:31,ACTIVE,194.6
MCH2979,"Kurian, Guha and Gaba",5999.0,OTHER,INDIVIDUAL,Chennai,Tamil Nadu,2023-03-11 13:48:16,ACTIVE,7883.21
MCH2980,Mander and Sons,5411.0,GROCERY,SOLE_PROPRIETOR,Kolkata,West Bengal,2023-04-03 00:00:00,ACTIVE,1129.72
MCH2981,"Sachdeva, Iyer and Borra",5942.0,BOOKS & STATIONERY,INDIVIDUAL,Kolkata,West Bengal,2023-07-19 15:05:00,ACTIVE,841.65
MCH2986,  Kade-Anne  ,4131.0,TRANSPORT & TRAVEL,PARTNERSHIP,Amritsar,Punjab,2025-11-29 00:00:00,SUSPENDED,736.81
MCH2988,"Mangal, Gokhale and Malhotra",5812.0,FOOD & DINING,SOLE_PROPRIETOR,Mumbay,Maharashtra,2023-10-10 10:11:05,ACTIVE,3595.96
MCH2990,Rout and Sons,7011.0,HOTEL & LODGING,SOLE_PROPRIETOR,Ludhiana,Punjab,2025-08-30 00:00:00,ACTIVE,1050.53
MCH2993,"Dube, Yadav and Konda",5942.0,BOOKS & STATIONERY,INDIVIDUAL,Jaipur,Rajasthan,2025-07-14 00:00:00,ACTIVE,2422.76
MCH2994,Kumar PLC,4814.0,TELECOM,SOLE_PROPRIETOR,Jalandhar,Punjab,2024-11-13 00:00:00,ACTIVE,653.34
MCH2995,  Patil Ltd  ,7011.0,HOTEL & LODGING,PRIVATE_LIMITED,Amritsar,Punjab,2025-12-25 00:00:00,ACTIVE,492.36
MCH2996,Rege-Khanna,5411.0,GROCERY,INDIVIDUAL,Lucknow,Uttar Pradesh,2023-10-15 00:00:00,INACTIVE,-745.45
MCH2997,Nadkarni Inc,,GROCERY,PRIVATE_LIMITED,Hyderabad,Telangana,2025-08-10 23:15:00,ACTIVE,761.67
MCH3002,"Dey, Chopra and Vig",5699.0,CLOTHING,INDIVIDUAL,Ludhiana,Punjab,2024-10-27 00:00:00,ACTIVE,761.12
MCH3005,"Saxena, Narain and Mander",5699.0,APPAREL,PRIVATE_LIMITED,Kolkata,West Bengal,2024-03-25 00:00:00,INACTIVE,1149.79
MCH3006,BISWAS-RAM,5999.0,OTHER,INDIVIDUAL,Lucknow,Uttar Pradesh,2023-08-14 00:00:00,ACTIVE,638.0
MCH3008,"Datta, Sarkar and Nori",5311.0,DEPARTMENT STORE,PARTNERSHIP,Ludhiana,Punjab,2024-11-11 00:00:00,ACTIVE,-522.31
MCH3011,"Ahluwalia, Contractor and Comar",5311.0,DEPARTMENT STORES,SOLE_PROPRIETOR,Dilli,Delhi,2023-11-30 00:00:00,INACTIVE,2626.62
MCH3012,Sathe LLC,,GROCERY,PRIVATE_LIMITED,Chennai,Tamil Nadu,2024-10-23 02:09:00,SUSPENDED,448.76
MCH3014,Nagarajan-Bandi,5311.0,RETAIL,INDIVIDUAL,Delhi,Delhi,2025-09-06 00:00:00,ACTIVE,3013.17
MCH3017,Ramanathan and Sons,531.0,DEPARTMENT STORES,PARTNERSHIP,Delhi,Delhi,2024-06-07 00:00:00,ACTIVE,-3967.02
MCH3021,"Gupta, Mukherjee and Setty",4131.0,TRANSPORT & TRAVEL,SOLE_PROPRIETOR,Mumbai,Maharashtra,2026-02-14 00:00:00,ACTIVE,614.86
MCH3023,Arora LLC,7011.0,HOTEL & LODGING,INDIVIDUAL,Bengaluru,Karnataka,2025-03-02 00:00:00,INACTIVE,1722.88
MCH3024,Kade-Bhatia,5812.0,EATING PLACE,PARTNERSHIP,New Delhi,Delhi,2025-09-22 17:31:43,ACTIVE,2093.0
MCH3025,"Sachdeva, Bora and Hegde",413.0,TRANSPORT & TRAVEL,PRIVATE_LIMITED,Pune,Maharashtra,2024-08-15 00:00:00,ACTIVE,611.84
MCH3029,Sarma PLC,4131.0,TRANSPORT & TRAVEL,SOLE_PROPRIETOR,Mumbai,Maharashtra,2024-06-15 00:00:00,ACTIVE,163.28
MCH3030,"Sengupta, Bhagat and Kota",5942.0,BOOKS & STATIONERY,PRIVATE_LIMITED,Chennai,Tamil Nadu,2025-09-07 00:00:00,ACTIVE,194.19
MCH3031,Morar and Sons,5411.0,GROCERY,INDIVIDUAL,Pune,Maharashtra,2025-04-23 00:00:00,ACTIVE,4053.43
MCH3037,Wagle Ltd,5411.0,GROCERY STORES,INDIVIDUAL,Hyderabad,Telangana,2026-01-30 00:00:00,ACTIVE,2391.24
MCH3039,Murty Inc,5411.0,GROCERY STORES,INDIVIDUAL,Dilli,Delhi,2023-12-03 08:34:21,ACTIVE,1465.47
MCH3040,"Dhar, Kunda and Desai",541.0,GROCERY,PARTNERSHIP,Jaipur,Rajasthan,2025-03-05 00:00:00,ACTIVE,267.0
MCH3044,Gupta PLC,5942.0,BOOKS & STATIONERY,SOLE_PROPRIETOR,Blr,Karnataka,2023-04-27 00:00:00,INACTIVE,582.54
MCH3046,Walla PLC,5942.0,BOOK STORE,PRIVATE_LIMITED,Jalandhar,Punjab,2023-12-03 00:00:00,SUSPENDED,6756.54
MCH3048,Kala Group,7011.0,HOTEL & LODGING,PRIVATE_LIMITED,Jaipur,Rajasthan,2023-11-11 00:00:00,ACTIVE,613.58
MCH3051,Hora-Mahajan,5699.0,APPAREL,PRIVATE_LIMITED,Jaipur,Rajasthan,2023-04-03 00:00:00,ACTIVE,3699.21
MCH3055,"Batta, Sha and Dugar",7011.0,HOTEL & LODGING,PRIVATE_LIMITED,Chennai,Tamil Nadu,2025-08-18 17:51:00,ACTIVE,262.1
MCH3057,Nagy-Banik,531.0,DEPARTMENT STORES,PARTNERSHIP,Kolkata,West Bengal,2024-03-15 00:00:00,ACTIVE,764.15
MCH3058,Patla-Padmanabhan,5942.0,BOOKS & STATIONERY,INDIVIDUAL,Pune,Maharashtra,2024-10-18 00:00:00,ACTIVE,974.77
MCH3060,Deep-Tata,5311.0,DEPARTMENT STORE,INDIVIDUAL,Asr,Punjab,2023-04-17 00:00:00,ACTIVE,-2601.81
MCH3061,Viswanathan Ltd,594.0,BOOKS & STATIONERY,PRIVATE_LIMITED,Lucknow,Uttar Pradesh,2025-04-25 00:00:00,INACTIVE,574.59
MCH3063,Bansal Inc,413.0,TRANSPORT & TRAVEL,INDIVIDUAL,Jpr,Rajasthan,2025-07-02 00:00:00,INACTIVE,282.67
MCH3069,MAGAR INC,5699.0,APPAREL,INDIVIDUAL,Mumbay,Maharashtra,2024-10-18 00:00:00,ACTIVE,5346.85
MCH3070,"Patel, Sandal and Sinha",4814.0,TELECOM,INDIVIDUAL,Hyderabad,Telangana,2025-09-18 00:00:00,ACTIVE,1706.27
MCH3071,Misra-Padmanabhan,5812.0,FOOD & DINING,SOLE_PROPRIETOR,Ludhiana,Punjab,2024-07-24 08:52:44,ACTIVE,
MCH3072,Vora-Soman,5699.0,CLOTHING,INDIVIDUAL,Asr,Punjab,2026-02-13 04:04:19,ACTIVE,1993.93
MCH3075,Bedi-Ramanathan,4131.0,TRANSPORT & TRAVEL,INDIVIDUAL,Jalandhar,Punjab,2023-09-29 00:00:00,ACTIVE,1301.0
MCH3077,  Warrior Ltd  ,4131.0,TRANSPORT & TRAVEL,PARTNERSHIP,Kolkata,West Bengal,2023-04-02 00:00:00,ACTIVE,1448.69
MCH3078,"gandhi, rout and sankaran",7011.0,HOTEL & LODGING,SOLE_PROPRIETOR,Bengaluru,Karnataka,2023-07-10 04:10:18,ACTIVE,752.09
MCH3079,anne-sen,594.0,BOOK STORE,INDIVIDUAL,Pune,Maharashtra,2025-08-04 00:00:00,ACTIVE,
MCH3080,lad-soman,541.0,GROCERY,SOLE_PROPRIETOR,Jalandhar,Punjab,2024-12-01 13:22:52,ACTIVE,-152.69
MCH3081,"Anne, Choudhry and Nanda",5912.0,PHARMACY,PARTNERSHIP,Hyderabad,Telangana,2024-12-23 00:00:00,ACTIVE,590.0
MCH3084,Mani-Chowdhury,5699.0,APPAREL,PARTNERSHIP,Hyderabad,Telangana,2023-09-27 01:37:00,ACTIVE,1594.62
MCH3085,"SARKAR, MEMON AND MAND",,TRANSPORT & TRAVEL,INDIVIDUAL,Pune,Maharashtra,2025-07-16 00:00:00,ACTIVE,-1826.45
MCH3086,Pant Inc,5812.0,FOOD & DINING,PRIVATE_LIMITED,Chennai,Tamil Nadu,2023-10-13 11:54:24,ACTIVE,287.52
MCH3088,Suresh LLC,5411.0,GROCERY,PARTNERSHIP,Chennai,Tamil Nadu,2024-03-08 00:00:00,ACTIVE,4739.6
MCH3089,Tata PLC,5942.0,BOOKS & STATIONERY,SOLE_PROPRIETOR,Jalandhar,Punjab,2025-08-30 00:00:00,ACTIVE,-2328.32
MCH3092,"Dutta, Vasa and Jayaraman",5999.0,OTHER,PRIVATE_LIMITED,Amritsar,Punjab,,ACTIVE,1605.55
MCH3093,"B0ba1, Madan and Narain",,OTHER,INDIVIDUAL,Jalandhar,Punjab,2025-06-12 00:00:00,INACTIVE,2015.86
MCH3094,Wag1e-Thakkar,5699.0,APPAREL,INDIVIDUAL,Bengaluru,Karnataka,2024-12-30 00:00:00,ACTIVE,1038.48
MCH3095,HANS-SHAN,5999.0,MISC RETAIL,PARTNERSHIP,Kolkata,West Bengal,2024-05-28 00:00:00,ACTIVE,1208.82
MCH3096,"Pradhan, Anne and Dhillon",5812.0,FOOD & DINING,INDIVIDUAL,Kolkata,West Bengal,2025-02-25 00:00:00,ACTIVE,
MCH3099,Peri-Parmer,569.0,APPAREL,PARTNERSHIP,Delhi,Delhi,2024-06-22 00:00:00,ACTIVE,2046.1
MCH3105,Bandi PLC,5311.0,DEPARTMENT STORES,SOLE_PROPRIETOR,Mumbay,Maharashtra,2026-01-05 07:13:24,ACTIVE,1578.41
MCH3107,KAPOOR INC,,PHARMACY,PARTNERSHIP,Pune,Maharashtra,2023-10-28 00:00:00,ACTIVE,-1009.16
MCH3111,Cherian-G0swami,,TELECOM,PRIVATE_LIMITED,Bengaluru,Karnataka,,ACTIVE,1311.29
MCH3119,CHANA-DESHMUKH,531.0,DEPARTMENT STORES,PRIVATE_LIMITED,Hyderabad,Telangana,2024-02-12 00:00:00,ACTIVE,4993.0
MCH3122,"TOOR, KUNDA AND MUNSHI",5942.0,BOOKS & STATIONERY,PARTNERSHIP,Mumbay,Maharashtra,2025-04-14 21:07:00,ACTIVE,797.24
MCH3123,"Hegde, Bahl and Comar",,TRANSPORT & TRAVEL,PRIVATE_LIMITED,New Delhi,Delhi,2023-06-01 00:00:00,ACTIVE,2133.64
MCH3125,Din-Dara,569.0,APPAREL,PARTNERSHIP,Delhi,Delhi,2025-11-15 00:00:00,ACTIVE,3672.47
MCH3129,"Ghose,HariandGarde",5411.0,GROCERY,SOLE_PROPRIETOR,Ludhiana,Punjab,2025-06-27 03:24:00,ACTIVE,1908.27
MCH3130,"arora, karnik and sarraf",5942.0,BOOK STORE,SOLE_PROPRIETOR,Kolkata,West Bengal,2023-07-10 21:24:05,INACTIVE,1573.29
MCH3134,Rajan PLC,5311.0,DEPARTMENT STORE,INDIVIDUAL,Jaipur,Rajasthan,2024-09-30 00:49:20,ACTIVE,993.0
MCH3139,"Dhar, Kumar and Sawhney",5699.0,APPAREL,PARTNERSHIP,Pune,Maharashtra,2025-01-24 00:00:00,INACTIVE,2338.9
MCH3140,"Zachariah,RajagopalandSamra",4814.0,TELECOM,PRIVATE_LIMITED,Amritsar,Punjab,2023-09-04 17:37:45,ACTIVE,363.21
MCH3142,"dugar, merchant and kala",5942.0,BOOKS & STATIONERY,PRIVATE_LIMITED,Jpr,Rajasthan,2024-01-01 08:46:47,ACTIVE,619.08
MCH3143,"ZACHARIA, BUCH AND YADAV",531.0,DEPARTMENT STORE,PARTNERSHIP,Hyderabad,Telangana,2023-03-13 00:00:00,ACTIVE,4822.0
