txn_id,timestamp,user_id,merchant_id,amount_inr,utr,utr_valid,mcc,status,merchant_name,merchant_category,merchant_status,city,state,kyc_status,risk_segment,occupation,chargeback_count,chargeback_amount,has_chargeback,risk_flag,date,hour,month
TXN00004934,2026-01-06 14:55:50,USR58605,MCH4760,11126.86,UTR9814290828,True,4131.0,SUCCESS,"Kalla, Mammen and Purohit",TELECOM,ACTIVE,New Delhi,Delhi,,,,0.0,0.0,False,NONE,2026-01-06,14,2026-01
TXN00002323,2026-02-14 22:11:46,USR41151,MCH9694,15201.55,UTR5166786892,True,5912.0,SUCCESS,,,,,,,,,0.0,0.0,False,NONE,2026-02-14,22,2026-02
TXN00008963,2026-02-16 06:33:49,USR26970,MCH7600,11268.91,UTR2682284285,True,4131.0,SUCCESS,Bora Inc,RETAIL OTHER,ACTIVE,Jalandhar,Punjab,VERIFIED,HIGH,Gig Worker,0.0,0.0,False,HIGH_RISK_USER,2026-02-16,6,2026-02
TXN00005933,2026-02-19 20:01:55,USR82805,MCH6787,6214.7,UTR5491903143,True,5812.0,SUCCESS,,,,,,VERIFIED,MEDIUM,Retired,0.0,0.0,False,NONE,2026-02-19,20,2026-02
TXN00000710,2026-02-09 01:39:39,USR19154,MCH1732,17040.75,UTR5948325042,True,5812.0,FAILED,"BAL, LOKE AND CHADHA",GROCERY,ACTIVE,Delhi,Delhi,PENDING,LOW,Salaried,0.0,0.0,False,NONE,2026-02-09,1,2026-02
TXN00010501,2026-03-28 10:02:08,USR96604,MCH2243,940.97,UTR1011284370,True,5411.0,PENDING,,,,,,,,,0.0,0.0,False,NONE,2026-03-28,10,2026-03
TXN00004128,2026-10-01 00:51:19,USR86758,MCH7399,23648.66,UTR7472725746,True,5411.0,SUCCESS,,,,,,VERIFIED,LOW,Student,0.0,0.0,False,NONE,2026-10-01,0,2026-10
TXN00018161,2026-02-16 17:54:05,USR34247,MCH9007,16775.0,UTR6697243996,True,5812.0,FAILED,,,,,,,,,0.0,0.0,False,NONE,2026-02-16,17,2026-02
TXN00003236,2026-03-13 10:37:30,USR82223,MCH9246,5862.74,UTR1029029121,True,7011.0,SUCCESS,"Krishna, Wable and Kanda",TELECOM,ACTIVE,Pune,Maharashtra,,,,0.0,0.0,False,NONE,2026-03-13,10,2026-03
TXN00012356,2026-03-26 00:47:50,USR11264,MCH8139,5297.2,UTR9775702303,True,7011.0,SUCCESS,"mani, kala and verma",DEPARTMENT STORES,ACTIVE,Asr,Punjab,,,,0.0,0.0,False,NONE,2026-03-26,0,2026-03
TXN00018878,2026-01-01 20:40:12,USR11699,MCH7228,24768.4,UTR6266701636,True,,SUCCESS,SwaminathanLtd,TELECOM,ACTIVE,Ludhiana,Punjab,,,,0.0,0.0,False,NONE,2026-01-01,20,2026-01
TXN00006565,2026-01-29 08:22:15,USR30991,MCH5618,3879.49,UTR6201168464,True,7011.0,SUCCESS,Biswas and Sons,PHARMACY,ACTIVE,Delhi,Delhi,,,,0.0,0.0,False,NONE,2026-01-29,8,2026-01
TXN00017557,2026-02-14 03:15:08,USR36252,MCH7299,8887.34,UTR8310781678,True,4131.0,SUCCESS,,,,,,,,,0.0,0.0,False,NONE,2026-02-14,3,2026-02
TXN00018821,2026-03-25 08:28:58,USR56654,MCH2325,23848.11,UTR7109744015,True,5812.0,SUCCESS,,,,,,,,,0.0,0.0,False,NONE,2026-03-25,8,2026-03
TXN00003123,2026-12-01 12:50:59,USR31660,MCH8656,1572.53,UTR6512965443,True,5411.0,SUCCESS,"Sarma, Krish and Ranganathan",BOOKS & STATIONERY,ACTIVE,Kolkata,West Bengal,,,,0.0,0.0,False,NONE,2026-12-01,12,2026-12
TXN00010725,2026-05-02 11:53:18,USR43038,MCH9713,17347.01,UTR7166286114,True,5912.0,SUCCESS,"Toor, Nayak and Varma",APPAREL,ACTIVE,Jalandhar,Punjab,REJECTED,MEDIUM,Self Employed,0.0,0.0,False,NONE,2026-05-02,11,2026-05
TXN00003809,2026-02-23 00:00:00,USR63267,MCH7815,1268.23,UTR6189001972,True,7011.0,SUCCESS,,,,,,,,,0.0,0.0,False,NONE,2026-02-23,0,2026-02
TXN00004800,2026-03-31 07:30:31,USR55123,MCH8814,15876.32,UTR8300937426,True,5411.0,FAILED,,,,,,,,,0.0,0.0,False,NONE,2026-03-31,7,2026-03
TXN00018486,2026-03-26 20:30:49,USR41161,MCH5269,11556.87,UTR0788236562,True,4131.0,FAILED,"Lala, Raval and Sahni",BOOKS & STATIONERY,ACTIVE,Jalandhar,Punjab,VERIFIED,LOW,Student,0.0,0.0,False,NONE,2026-03-26,20,2026-03
TXN00016515,2026-03-10 08:21:08,USR45772,MCH1027,21815.44,UTR0762980447,True,,PENDING,,,,,,VERIFIED,MEDIUM,Unemployed,0.0,0.0,False,NONE,2026-03-10,8,2026-03
TXN00005938,2026-03-08 05:38:26,USR60393,MCH4415,5309.91,UTR4140167108,True,7011.0,SUCCESS,,,,,,VERIFIED,LOW,Retired,0.0,0.0,False,NONE,2026-03-08,5,2026-03
TXN00000879,2026-10-02 08:49:27,USR33944,MCH6575,687.13,UTR6276476287,True,5812.0,FAILED,Sanghvi PLC,BOOK STORE,ACTIVE,Lucknow,Uttar Pradesh,,,,0.0,0.0,False,NONE,2026-10-02,8,2026-10
TXN00007578,2026-01-04 15:58:34,USR26484,MCH5123,17862.55,UTR6302279467,True,5411.0,SUCCESS,,,,,,,,,0.0,0.0,False,NONE,2026-01-04,15,2026-01
TXN00006442,2026-02-25 23:41:22,USR67960,MCH9662,535.71,UTR4596390328,True,5812.0,SUCCESS,Basu-Korpal,TELECOM,ACTIVE,Pune,Maharashtra,VERIFIED,LOW,Gig Worker,0.0,0.0,False,NONE,2026-02-25,23,2026-02
TXN00012549,2026-01-19 00:00:00,USR72375,MCH2300,16076.85,UTR0039896753,True,5411.0,SUCCESS,,,,,,VERIFIED,MEDIUM,Farmer,0.0,0.0,False,NONE,2026-01-19,0,2026-01
TXN00008713,2026-03-02 22:53:53,USR68316,MCH2748,16606.5,UTR1281166798,True,5812.0,SUCCESS,"Banerjee, Wason and Dyal",FOOD & DINING,ACTIVE,Pune,Maharashtra,,,,0.0,0.0,False,NONE,2026-03-02,22,2026-03
TXN00000658,2026-02-26 08:52:19,USR88586,MCH1977,9083.43,UTR3817606907,True,7011.0,SUCCESS,Chahal-Kumer,BOOKS & STATIONERY,ACTIVE,Kolkata,West Bengal,,,,0.0,0.0,False,NONE,2026-02-26,8,2026-02
TXN00001296,2026-01-20 04:57:07,USR49412,MCH7860,5011.75,UTR5958901003,True,,SUCCESS,"Pall, Som and Dalal",MISC RETAIL,ACTIVE,Asr,Punjab,VERIFIED,LOW,Retired,0.0,0.0,False,NONE,2026-01-20,4,2026-01
TXN00012548,2026-03-09 13:52:23,USR62545,MCH3585,17000.02,UTR0967637401,True,,SUCCESS,,,,,,,,,0.0,0.0,False,NONE,2026-03-09,13,2026-03
TXN00013955,2026-01-20 17:01:31,USR27751,MCH6016,24080.43,UTR0968899168,True,5411.0,SUCCESS,Goda Inc,BOOKS & STATIONERY,ACTIVE,Kolkata,West Bengal,,,,0.0,0.0,False,NONE,2026-01-20,17,2026-01
TXN00002104,2026-08-02 21:53:42,USR81144,MCH5473,17400.52,UTR3012577434,True,7011.0,SUCCESS,,,,,,,,,0.0,0.0,False,NONE,2026-08-02,21,2026-08
TXN00014009,2026-02-18 17:11:49,USR94142,MCH1997,12522.41,UTR9149430186,True,5812.0,SUCCESS,,,,,,,,,0.0,0.0,False,NONE,2026-02-18,17,2026-02
TXN00005671,2026-01-10 09:20:00,USR35437,MCH1091,21272.81,UTR4904385805,True,5912.0,SUCCESS,,,,,,,,,0.0,0.0,False,NONE,2026-01-10,9,2026-01
TXN00008454,2026-02-20 10:29:18,USR63231,MCH9044,11044.27,UTR6295503506,True,5912.0,SUCCESS,,,,,,VERIFIED,LOW,Salaried,1.0,268.0,True,CHARGEBACK_LINKED,2026-02-20,10,2026-02
TXN00012909,2026-02-12 22:16:11,USR87070,MCH9991,19659.88,UTR5148748921,True,7011.0,SUCCESS,,,,,,VERIFIED,HIGH,Unemployed,0.0,0.0,False,HIGH_RISK_USER,2026-02-12,22,2026-02
TXN00016610,2026-03-14 10:17:45,USR22759,MCH9920,13085.22,UTR1047215450,True,5912.0,FAILED,Oommen-Mitra,GROCERY,ACTIVE,Jaipur,Rajasthan,,,,0.0,0.0,False,NONE,2026-03-14,10,2026-03
TXN00019621,2026-03-14 04:26:30,USR50889,MCH5054,19387.61,UTR5349844580,True,,SUCCESS,"Kara, Mandal and Mitra",EATING PLACE,SUSPENDED,Kolkata,West Bengal,,,,0.0,0.0,False,NONE,2026-03-14,4,2026-03
TXN00004490,2026-01-14 06:08:56,USR39215,MCH1557,14101.68,UTR0368294075,True,5411.0,PENDING,,,,,,VERIFIED,LOW,Business Owner,0.0,0.0,False,NONE,2026-01-14,6,2026-01
TXN00011834,2026-03-23 19:45:01,USR89184,MCH6291,22989.07,UTR4504474198,True,7011.0,SUCCESS,Sheth-Anne,RETAIL,SUSPENDED,Delhi,Delhi,VERIFIED,MEDIUM,Student,0.0,0.0,False,NONE,2026-03-23,19,2026-03
TXN00010104,2026-03-05 18:00:06,USR87477,MCH8984,8450.52,UTR6709665783,True,5411.0,SUCCESS,Sharma Group,FOOD & DINING,ACTIVE,Ludhiana,Punjab,,,,1.0,1912.26,True,CHARGEBACK_LINKED,2026-03-05,18,2026-03
TXN00016969,2026-03-28 18:39:24,USR80667,MCH2754,18599.76,UTR6141259579,True,,SUCCESS,Chahal Group,FOOD & DINING,ACTIVE,Amritsar,Punjab,,,,0.0,0.0,False,NONE,2026-03-28,18,2026-03
TXN00007704,2026-02-10 01:01:19,USR87176,MCH5628,8888.69,UTR9962854645,True,4131.0,SUCCESS,,,,,,,,,1.0,1568.0,True,CHARGEBACK_LINKED,2026-02-10,1,2026-02
TXN00017802,2026-09-03 03:44:24,USR63502,MCH5142,23586.25,UTR0003011915,True,,SUCCESS,,,,,,VERIFIED,LOW,Student,1.0,1303.05,True,CHARGEBACK_LINKED,2026-09-03,3,2026-09
TXN00017250,2026-03-12 12:25:51,USR58443,MCH5080,24138.12,UTR2370311453,True,5411.0,SUCCESS,"Shere, Jha and Sarma",PHARMACY,ACTIVE,Kolkata,West Bengal,VERIFIED,MEDIUM,Freelancer,0.0,0.0,False,NONE,2026-03-12,12,2026-03
TXN00013092,2026-01-30 10:38:49,USR55922,MCH3816,8908.68,UTR6144989640,True,,SUCCESS,,,,,,,,,0.0,0.0,False,NONE,2026-01-30,10,2026-01
TXN00009996,2026-12-03 11:42:01,USR91565,MCH3575,21442.82,UTR1139256727,True,,PENDING,,,,,,VERIFIED,LOW,Salaried,0.0,0.0,False,NONE,2026-12-03,11,2026-12
TXN00019404,2026-03-03 21:58:58,USR21086,MCH4531,17825.52,UTR9112452294,True,5912.0,FAILED,bail-ramachandran,TELECOM,ACTIVE,Jpr,Rajasthan,,,,0.0,0.0,False,NONE,2026-03-03,21,2026-03
TXN00007880,2026-02-17 05:54:26,USR94120,MCH9140,1128.76,UTR9275810035,True,4131.0,SUCCESS,  Dugar-Uppal  ,GROCERY STORES,ACTIVE,Jaipur,Rajasthan,,,,0.0,0.0,False,NONE,2026-02-17,5,2026-02
TXN00007489,2026-02-20 11:07:58,USR77605,MCH6471,14986.0,UTR1258143768,True,4131.0,SUCCESS,,,,,,,,,0.0,0.0,False,NONE,2026-02-20,11,2026-02
TXN00006276,2026-01-14 07:36:51,USR90135,MCH6097,16321.68,UTR4698472089,True,,SUCCESS,MANNAN PLC,FOOD & DINING,ACTIVE,Lucknow,Uttar Pradesh,,,,1.0,1890.0,True,CHARGEBACK_LINKED,2026-01-14,7,2026-01
TXN00011857,2026-01-31 10:17:56,USR64116,MCH7502,13303.97,UTR0302655542,True,7011.0,SUCCESS,GOKHALE LLC,DEPARTMENT STORE,ACTIVE,Asr,Punjab,VERIFIED,LOW,Salaried,0.0,0.0,False,NONE,2026-01-31,10,2026-01
TXN00018162,2026-09-03 01:11:53,USR83705,MCH4602,18296.18,UTR0223513617,True,7011.0,SUCCESS,,,,,,,,,0.0,0.0,False,NONE,2026-09-03,1,2026-09
TXN00012423,2026-03-03 02:58:48,USR65638,MCH2820,3769.71,UTR8635629269,True,5411.0,SUCCESS,,,,,,,,,1.0,591.32,True,CHARGEBACK_LINKED,2026-03-03,2,2026-03
TXN00003294,2026-02-06 20:45:05,USR43386,MCH1141,13548.61,UTR8929163089,True,5411.0,SUCCESS,,,,,,VERIFIED,LOW,Business Owner,0.0,0.0,False,NONE,2026-02-06,20,2026-02
TXN00011497,2026-03-14 23:22:39,USR16587,MCH9097,1342.97,UTR7359818074,True,4131.0,SUCCESS,,,,,,REJECTED,MEDIUM,Self Employed,0.0,0.0,False,NONE,2026-03-14,23,2026-03
TXN00011262,2026-02-11 05:52:03,USR33211,MCH5071,7572.53,UTR7083494687,True,7011.0,SUCCESS,,,,,,,,,0.0,0.0,False,NONE,2026-02-11,5,2026-02
TXN00010082,2026-01-01 19:45:03,USR74517,MCH1728,13928.23,UTR3449464316,True,5912.0,FAILED,,,,,,,,,0.0,0.0,False,NONE,2026-01-01,19,2026-01
TXN00005637,2026-01-12 05:09:19,USR23100,MCH4289,14699.08,UTR2726800687,True,4131.0,SUCCESS,singhal-dasgupta,APPAREL,ACTIVE,Bengaluru,Karnataka,,,,0.0,0.0,False,NONE,2026-01-12,5,2026-01
TXN00005673,2026-03-06 20:52:54,USR49117,MCH9588,16014.78,UTR1999937293,True,,SUCCESS,,,,,,VERIFIED,LOW,Freelancer,0.0,0.0,False,NONE,2026-03-06,20,2026-03
TXN00007568,2026-03-31 21:24:51,USR88119,MCH1540,1388.36,UTR7798124601,True,5411.0,SUCCESS,DAVE LLC,BOOKS & STATIONERY,ACTIVE,Mumbai,Maharashtra,,,,0.0,0.0,False,NONE,2026-03-31,21,2026-03
TXN00009546,2026-01-13 15:05:39,USR99776,MCH3844,2692.95,UTR5846275751,True,,SUCCESS,,,,,,,,,1.0,562.28,True,CHARGEBACK_LINKED,2026-01-13,15,2026-01
TXN00000920,2026-02-02 15:14:18,USR38179,MCH8558,3511.0,UTR8944783555,True,5411.0,SUCCESS,Dutt-Tailor,RETAIL,ACTIVE,Amritsar,Punjab,,,,0.0,0.0,False,NONE,2026-02-02,15,2026-02
TXN00017345,2026-03-29 05:49:31,USR22243,MCH8168,11113.94,UTR7446340449,True,,FAILED,,,,,,,,,0.0,0.0,False,NONE,2026-03-29,5,2026-03
TXN00014496,2026-02-25 06:20:38,USR67676,MCH6774,9773.66,UTR0445820028,True,7011.0,UNKNOWN,PARSA LTD,APPAREL,ACTIVE,Asr,Punjab,PENDING,LOW,Unemployed,1.0,554.76,True,CHARGEBACK_LINKED,2026-02-25,6,2026-02
TXN00000332,2026-02-11 20:25:19,USR95726,MCH2643,18948.57,UTR5718770918,True,5812.0,SUCCESS,,,,,,VERIFIED,MEDIUM,Student,0.0,0.0,False,NONE,2026-02-11,20,2026-02
TXN00018918,2026-01-04 00:00:00,USR54793,MCH2548,20325.7,UTR2481364757,True,5411.0,SUCCESS,ANNE LLC,FOOD & DINING,ACTIVE,Kolkata,West Bengal,,,,0.0,0.0,False,NONE,2026-01-04,0,2026-01
TXN00010606,2026-02-15 23:18:33,USR48012,MCH3285,5201.65,UTR4373143375,True,4131.0,SUCCESS,"Prasad, Luthra and Suri",RETAIL,ACTIVE,Bangalore,Karnataka,,,,1.0,13028.67,True,CHARGEBACK_LINKED,2026-02-15,23,2026-02
TXN00003509,2026-03-22 03:47:44,USR84766,MCH8250,21186.22,UTR5393925320,True,5812.0,SUCCESS,,,,,,,,,0.0,0.0,False,NONE,2026-03-22,3,2026-03
TXN00009365,2026-02-14 17:19:03,USR43260,MCH9896,7128.47,UTR0774687301,True,5411.0,SUCCESS,Dave-Vasa,RETAIL,ACTIVE,Pune,Maharashtra,,,,0.0,0.0,False,NONE,2026-02-14,17,2026-02
TXN00012811,2026-02-19 00:47:17,USR31745,MCH4460,7190.97,UTR4499283913,True,5912.0,SUCCESS,BUMB PLC,BOOKS & STATIONERY,ACTIVE,Chennai,Tamil Nadu,,,,0.0,0.0,False,NONE,2026-02-19,0,2026-02
TXN00009380,2026-02-24 20:24:42,USR59417,MCH8192,7456.52,UTR1288305067,True,5812.0,FAILED,"oza, sant and loke",GROCERY STORES,INACTIVE,Kolkata,West Bengal,,,,0.0,0.0,False,NONE,2026-02-24,20,2026-02
TXN00009419,2026-01-31 12:50:12,USR19402,MCH6788,13195.34,UTR2305782520,True,5912.0,SUCCESS,,,,,,UNKNOWN,LOW,Self Employed,1.0,16164.46,True,CHARGEBACK_LINKED,2026-01-31,12,2026-01
TXN00016695,2026-02-18 18:09:26,USR90330,MCH8951,19567.69,UTR9315910708,True,5812.0,SUCCESS,Golla-Venkataraman,TELECOM,ACTIVE,Mumbai,Maharashtra,VERIFIED,LOW,Business Owner,0.0,0.0,False,NONE,2026-02-18,18,2026-02
TXN00018112,2026-01-03 13:34:04,USR79731,MCH5130,2139.5,UTR8014602454,True,7011.0,SUCCESS,,,,,,PENDING,MEDIUM,Salaried,0.0,0.0,False,NONE,2026-01-03,13,2026-01
TXN00000421,2026-02-26 17:13:56,USR81139,MCH3484,19791.56,UTR8606320453,True,5411.0,SUCCESS,Sidhu LLC,MISC RETAIL,ACTIVE,Ludhiana,Punjab,,,,0.0,0.0,False,NONE,2026-02-26,17,2026-02
TXN00007612,2026-03-07 10:35:26,USR66536,MCH9611,4479.24,UTR7396692028,True,4131.0,SUCCESS,,,,,,REJECTED,MEDIUM,Gig Worker,0.0,0.0,False,NONE,2026-03-07,10,2026-03
TXN00012007,2026-03-03 00:02:11,USR53633,MCH2635,10724.5,UTR1946992423,True,,SUCCESS,,,,,,,,,0.0,0.0,False,NONE,2026-03-03,0,2026-03
TXN00011227,2026-01-13 17:47:35,USR86648,MCH3175,17569.0,UTR6828925984,True,5812.0,SUCCESS,,,,,,VERIFIED,LOW,Retired,0.0,0.0,False,NONE,2026-01-13,17,2026-01
TXN00009235,2026-01-30 01:24:24,USR13469,MCH9309,18364.83,UTR5197074924,True,,SUCCESS,,,,,,,,,0.0,0.0,False,NONE,2026-01-30,1,2026-01
TXN00000318,2026-03-12 05:32:01,USR62190,MCH2059,4340.63,UTR8594989121,True,5411.0,SUCCESS,,,,,,,,,1.0,4340.63,True,CHARGEBACK_LINKED,2026-03-12,5,2026-03
TXN00009742,2026-03-30 15:55:12,USR18022,MCH7867,834.09,UTR3922495529,True,5411.0,SUCCESS,,,,,,VERIFIED,MEDIUM,Retired,0.0,0.0,False,NONE,2026-03-30,15,2026-03
TXN00006245,2026-01-11 11:55:21,USR13918,MCH2518,18925.6,UTR5836549828,True,,SUCCESS,,,,,,PENDING,LOW,Farmer,0.0,0.0,False,NONE,2026-01-11,11,2026-01
TXN00002383,2026-01-28 14:06:37,USR70735,MCH8062,22916.71,UTR1052448828,True,5912.0,SUCCESS,RANDHAWA-KATA,MISC RETAIL,ACTIVE,Mumbai,Maharashtra,,,,0.0,0.0,False,NONE,2026-01-28,14,2026-01
TXN00010000,2026-02-26 02:16:20,USR16559,MCH5008,5436.0,UTR8239309027,True,4131.0,SUCCESS,,,,,,,,,0.0,0.0,False,NONE,2026-02-26,2,2026-02
TXN00006072,2026-03-05 12:56:35,USR54364,MCH3067,7634.44,UTR3215704856,True,5912.0,PENDING,,,,,,,,,0.0,0.0,False,NONE,2026-03-05,12,2026-03
TXN00008009,2026-01-26 00:00:00,USR76890,MCH8889,17340.81,UTR6689973330,True,5411.0,SUCCESS,"Mahal, Edwin and Dasgupta",APPAREL,SUSPENDED,Pune,Maharashtra,,,,0.0,0.0,False,NONE,2026-01-26,0,2026-01
TXN00014767,2026-03-06 15:08:11,USR86834,MCH3610,11473.63,UTR9544098874,True,5411.0,SUCCESS,"Deo, Krish and Lanka",APPAREL,ACTIVE,Chennai,Tamil Nadu,,,,0.0,0.0,False,NONE,2026-03-06,15,2026-03
TXN00010618,2026-02-12 03:52:22,USR25501,MCH6245,21858.67,UTR1388465790,True,5411.0,SUCCESS,,,,,,,,,0.0,0.0,False,NONE,2026-02-12,3,2026-02
TXN00001587,2026-01-09 00:00:00,USR98111,MCH1626,17381.66,UTR1056014787,True,5411.0,SUCCESS,"Pau, Iyengar and Khare",MISC RETAIL,ACTIVE,Delhi,Delhi,,,,0.0,0.0,False,NONE,2026-01-09,0,2026-01
TXN00016625,2026-01-17 00:04:06,USR55151,MCH8430,12088.12,,False,7011.0,SUCCESS,,,,,,,,,0.0,0.0,False,INVALID_OR_MISSING_UTR,2026-01-17,0,2026-01
TXN00018840,2026-01-28 06:04:43,USR63468,MCH9466,6249.0,UTR2928930745,True,7011.0,SUCCESS,,,,,,VERIFIED,LOW,Salaried,1.0,1901.24,True,CHARGEBACK_LINKED,2026-01-28,6,2026-01
TXN00018308,2026-02-03 20:50:32,USR26389,MCH3285,18186.56,UTR4115208243,True,,SUCCESS,"Prasad, Luthra and Suri",RETAIL,ACTIVE,Bangalore,Karnataka,,,,1.0,5058.0,True,CHARGEBACK_LINKED,2026-02-03,20,2026-02
TXN00006131,2026-03-03 06:24:46,USR52911,MCH5526,9405.52,UTR7566820375,True,5912.0,SUCCESS,,,,,,,,,0.0,0.0,False,NONE,2026-03-03,6,2026-03
TXN00007583,2026-03-05 16:59:56,USR52946,MCH6144,42.0,UTR7719291743,True,5411.0,SUCCESS,Ravi-Dhingra,PHARMACY,ACTIVE,Hyderabad,Telangana,,,,0.0,0.0,False,NONE,2026-03-05,16,2026-03
TXN00017257,2026-03-06 00:10:54,USR10119,MCH2039,586.09,UTR8884000249,True,,SUCCESS,,,,,,,,,0.0,0.0,False,NONE,2026-03-06,0,2026-03
TXN00017602,2026-01-26 14:31:43,USR44295,MCH4412,16458.35,UTR0507032422,True,,FAILED,,,,,,,,,0.0,0.0,False,NONE,2026-01-26,14,2026-01
TXN00014948,2026-02-14 08:41:56,USR54247,MCH1774,11034.18,UTR5146334616,True,,SUCCESS,"Sundaram, Dani and Mall",BOOKS & STATIONERY,ACTIVE,Lucknow,Uttar Pradesh,,,,0.0,0.0,False,NONE,2026-02-14,8,2026-02
TXN00003281,2026-02-17 11:27:35,USR28287,MCH4253,11287.84,UTR7455254807,True,5411.0,SUCCESS,MANDER-SAGAR,RETAIL OTHER,ACTIVE,Ludhiana,Punjab,VERIFIED,LOW,Gig Worker,0.0,0.0,False,NONE,2026-02-17,11,2026-02
TXN00001571,2026-03-11 18:43:58,USR87518,MCH2790,14669.35,UTR6856310984,True,5411.0,SUCCESS,,,,,,,,,0.0,0.0,False,NONE,2026-03-11,18,2026-03
TXN00010205,2026-02-02 00:33:41,USR97605,MCH5103,3999.15,UTR3018159284,True,5411.0,FAILED,"MORAR, KANNAN AND PUROHIT",HOTEL & LODGING,SUSPENDED,Lucknow,Uttar Pradesh,VERIFIED,MEDIUM,Salaried,0.0,0.0,False,NONE,2026-02-02,0,2026-02
TXN00019180,2026-03-13 05:02:46,USR34618,MCH4401,13586.9,,False,5411.0,UNKNOWN,BEDI AND SONS,APPAREL,ACTIVE,Kolkata,West Bengal,,,,1.0,163.0,True,CHARGEBACK_LINKED,2026-03-13,5,2026-03
TXN00012336,2026-01-21 12:31:13,USR56728,MCH8119,2648.34,UTR8125912651,True,4131.0,PENDING,SubramanianandSons,TRANSPORT & TRAVEL,ACTIVE,Amritsar,Punjab,,,,0.0,0.0,False,NONE,2026-01-21,12,2026-01
TXN00010567,2026-02-02 14:41:00,USR99915,MCH5526,21258.97,UTR6424927773,True,,UNKNOWN,,,,,,,,,0.0,0.0,False,NONE,2026-02-02,14,2026-02
TXN00010094,2026-03-12 09:57:23,USR29615,MCH5421,-21176.83,UTR1140502270,True,5411.0,SUCCESS,,,,,,,,,0.0,0.0,False,NONE,2026-03-12,9,2026-03
TXN00012734,2026-02-03 01:00:46,USR44093,MCH1460,4324.69,UTR3077000871,True,4131.0,SUCCESS,,,,,,,,,0.0,0.0,False,NONE,2026-02-03,1,2026-02
TXN00017524,2026-02-09 02:37:01,USR89942,MCH8071,20963.68,UTR4615620812,True,5912.0,SUCCESS,,,,,,,,,0.0,0.0,False,NONE,2026-02-09,2,2026-02
TXN00017847,2026-01-26 14:46:24,USR11467,MCH7543,11794.0,UTR2223968468,True,5411.0,SUCCESS,,,,,,,,,1.0,714.0,True,CHARGEBACK_LINKED,2026-01-26,14,2026-01
TXN00004541,2026-03-15 18:56:16,USR11862,MCH5740,4304.02,UTR4171127443,True,4131.0,SUCCESS,  Dayal-Desai  ,APPAREL,ACTIVE,Chennai,Tamil Nadu,,,,0.0,0.0,False,NONE,2026-03-15,18,2026-03
TXN00019206,2026-03-17 01:14:07,USR47744,MCH2561,19057.4,UTR4533667890,True,,SUCCESS,,,,,,UNKNOWN,MEDIUM,Self Employed,0.0,0.0,False,NONE,2026-03-17,1,2026-03
TXN00010155,2026-02-02 07:08:30,USR88346,MCH2956,19891.59,UTR0936541244,True,5812.0,SUCCESS,"wali, khatri and mistry",TELECOM,INACTIVE,Lucknow,Uttar Pradesh,,,,0.0,0.0,False,NONE,2026-02-02,7,2026-02
TXN00011413,2026-02-08 11:36:30,USR44336,MCH9969,1828.33,UTR7477749693,True,7011.0,SUCCESS,Tiwari and Sons,BOOKS & STATIONERY,INACTIVE,Ludhiana,Punjab,,,,0.0,0.0,False,NONE,2026-02-08,11,2026-02
TXN00011188,2026-01-14 07:06:55,USR79590,MCH6841,16684.0,UTR9835105226,True,5812.0,PENDING,,,,,,PENDING,LOW,Unemployed,0.0,0.0,False,NONE,2026-01-14,7,2026-01
TXN00004215,2026-01-24 00:00:00,USR53011,MCH1209,15947.98,UTR3258253335,True,5411.0,FAILED,,,,,,,,,0.0,0.0,False,NONE,2026-01-24,0,2026-01
TXN00008888,2026-01-21 01:46:45,USR49129,MCH8335,17455.94,UTR7599964198,True,4131.0,SUCCESS,Bhatti-Keer,RETAIL,INACTIVE,Hyderabad,Telangana,,,,0.0,0.0,False,NONE,2026-01-21,1,2026-01
TXN00001684,2026-02-28 21:01:46,USR65290,MCH1799,20563.79,UTR6044050610,True,5411.0,SUCCESS,,,,,,,,,0.0,0.0,False,NONE,2026-02-28,21,2026-02
TXN00006063,2026-03-12 09:48:26,USR41854,MCH8405,12303.28,UTR8967924499,True,5411.0,SUCCESS,Roy Ltd,APPAREL,INACTIVE,Kolkata,West Bengal,VERIFIED,LOW,Retired,1.0,2157.0,True,CHARGEBACK_LINKED,2026-03-12,9,2026-03
TXN00001303,2026-03-30 04:45:07,USR12077,MCH7864,1308.76,UTR7800741856,True,5411.0,SUCCESS,"Kumer, Iyer and Bhavsar",TRANSPORT & TRAVEL,ACTIVE,Amritsar,Punjab,,,,0.0,0.0,False,NONE,2026-03-30,4,2026-03
TXN00006414,2026-01-03 08:34:06,USR83595,MCH4041,9907.4,UTR7398160402,True,4131.0,SUCCESS,Salvi-Mishra,FOOD & DINING,INACTIVE,Asr,Punjab,VERIFIED,MEDIUM,Salaried,0.0,0.0,False,NONE,2026-01-03,8,2026-01
TXN00000635,2026-01-03 07:08:31,USR79817,MCH4545,2688.23,UTR7600451284,True,4131.0,SUCCESS,,,,,,VERIFIED,HIGH,Business Owner,0.0,0.0,False,HIGH_RISK_USER,2026-01-03,7,2026-01
TXN00006043,2026-03-18 04:56:33,USR87200,MCH8268,10694.27,UTR7470121585,True,5912.0,SUCCESS,Krishnamurthy-Chopra,BOOKS & STATIONERY,ACTIVE,Chennai,Tamil Nadu,,,,0.0,0.0,False,NONE,2026-03-18,4,2026-03
